Date,Open,High,Low,Close,Adj Close,Volume,%delivery,Share Delivery,52_Week_High,52_Week_Low,Basic EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),P/E,P/B (price to book ratio),FII,DII,%Delivery,Delivery_Volume,Traded_Volume
16-03-2022,3640.5,3668,3616.25,3655.899902,3505.549072,3090475,0.146971308,4542.11153,4043,2926.100098,103.24,113.96,210.86,43,32.08055372,17.33804374,14.15,7.81,76.80%,2375,3090.47
17-03-2022,3696.600098,3710,3660.300049,3672.75,3521.706055,3600452,0.171223886,6164.833836,4043,2926.100098,103.24,113.96,210.86,43,32.22841348,17.41795504,14.15,7.81,63.40%,2281.68,3600.45
21-03-2022,3696,3713.949951,3615,3626.699951,3477.549561,2413831,0.114792677,2770.90123,4043,2926.100098,103.24,113.96,210.86,43,31.8243239,17.19956346,14.15,7.81,59.80%,1443.01,2413.83
22-03-2022,3640,3711,3625,3700.949951,3548.746338,2907611,0.138274987,4020.498745,4043,2926.100098,103.24,113.96,210.86,43,32.4758683,17.55169283,14.15,7.81,66.40%,1931.91,2907.61
23-03-2022,3708,3729.800049,3690,3712.399902,3559.725342,1596195,0.075909,1211.655663,4043,2926.100098,103.24,113.96,210.86,43,32.57634172,17.60599404,14.15,7.81,50.30%,803.48,1596.19
24-03-2022,3700,3758.199951,3695,3749.850098,3595.63501,1879046,0.089360324,1679.1216,4043,2926.100098,103.24,113.96,210.86,43,32.90496751,17.78360096,14.15,7.81,66.50%,1248.97,1879.05
25-03-2022,3759.899902,3779.5,3672,3707.449951,3554.97876,1690133,0.080376336,1358.466983,4043,2926.100098,103.24,113.96,210.86,43,32.53290585,17.58251898,14.15,7.81,56.30%,951.03,1690.13
28-03-2022,3695,3713,3661.199951,3707.699951,3555.218506,1760990,0.083746027,1474.759166,4043,2926.100098,103.24,113.96,210.86,43,32.53509961,17.5837046,14.15,7.81,49.90%,878.86,1760.99
29-03-2022,3694.75,3722,3691,3705.350098,3552.965332,2689063,0.127881671,3438.818692,4043,2926.100098,103.24,113.96,210.86,43,32.51447962,17.57256046,14.15,7.81,69.80%,1876.47,2689.06
30-03-2022,3738,3738,3706.199951,3731.550049,3578.087891,1583455,0.075303134,1192.391238,4043,2926.100098,103.24,113.96,210.86,43,32.74438442,17.69681328,14.15,7.81,67.70%,1071.59,1583.45
31-03-2022,3740,3754.649902,3720.199951,3739.949951,3586.142334,2168110,0.103107115,2235.47568,4043,2926.100098,103.24,113.96,210.86,43,32.81809364,17.73664968,14.15,7.81,73.70%,1597.15,2168.11
01-04-2022,3748,3763,3728.050049,3758.75,3604.169678,1387014,0.065961142,914.8902806,4043,2926.100098,103.24,113.96,210.86,43,32.98306423,17.82580859,13.5,8.36,64.70%,897.43,1387.01
04-04-2022,3762,3780,3737.100098,3770.350098,3615.292236,1472994,0.070050026,1031.832683,4043,2926.100098,103.24,113.96,210.86,43,33.08485519,17.88082186,13.5,8.36,62.50%,919.89,1472.99
05-04-2022,3772,3835.600098,3772,3814.800049,3657.914307,2314947,0.110090128,2548.528117,4043,2926.100098,103.24,113.96,210.86,43,33.4749039,18.09162501,13.5,8.36,53.10%,1228.41,2314.95
06-04-2022,3809.300049,3809.300049,3731.149902,3755.350098,3600.90918,2051729,0.097572475,2001.922766,4043,2926.100098,103.24,113.96,210.86,43,32.95323006,17.80968461,13.5,8.36,60.70%,1245.6,2051.73
07-04-2022,3745.5,3745.5,3679,3684.149902,3532.636963,2494829,0.118644636,2959.980785,4043,2926.100098,103.24,113.96,210.86,43,32.32844772,17.47201889,13.5,8.36,72.70%,1814.09,2494.83
08-04-2022,3690,3705,3642.5,3685.649902,3534.075439,2296773,0.109225841,2508.669632,4043,2926.100098,103.24,113.96,210.86,43,32.34161023,17.47913261,13.5,8.36,65.50%,1503.58,2296.77
11-04-2022,3690,3712.350098,3656.100098,3696.399902,3544.383057,2291660,0.108982686,2497.51263,4043,2926.100098,103.24,113.96,210.86,43,32.43594158,17.5301143,13.5,8.36,51.30%,1175.93,2291.66
12-04-2022,3683,3739,3648.350098,3691.100098,3539.301758,4483476,0.21321717,9559.540624,4043,2926.100098,103.24,113.96,210.86,43,32.38943575,17.50498007,13.5,8.36,37.10%,1662.46,4483.48
13-04-2022,3707,3709.850098,3655.550049,3661.949951,3511.350342,1621672,0.07712059,1250.643012,4043,2926.100098,103.24,113.96,210.86,43,32.13364296,17.36673599,13.5,8.36,53.70%,871.21,1621.67
18-04-2022,3610,3610,3522.5,3528.050049,3382.957031,3820792,0.181702424,6942.471667,4043,2926.100098,103.24,113.96,210.86,43,30.95867014,16.73171796,13.5,8.36,70.10%,2676.56,3820.79
19-04-2022,3550,3563.550049,3439.149902,3471.899902,3329.115967,3170014,0.150753882,4778.919169,4043,2926.100098,103.24,113.96,210.86,43,30.46595211,16.46542683,13.5,8.36,69.10%,2190.2,3170.01
20-04-2022,3500,3569.149902,3480,3556.800049,3410.524658,2640370,0.125566016,3315.40741,4043,2926.100098,103.24,113.96,210.86,43,31.21095164,16.86806435,13.5,8.36,64.50%,1703.18,2640.37
21-04-2022,3580,3644,3567.399902,3628.649902,3479.419678,2280996,0.108475547,2474.322884,4043,2926.100098,103.24,113.96,210.86,43,31.84143473,17.20881107,13.5,8.36,64.40%,1468.82,2281
22-04-2022,3581.100098,3617,3571.5,3612.550049,3463.981689,1581465,0.075208497,1189.396056,4043,2926.100098,103.24,113.96,210.86,43,31.70015838,17.13245779,13.5,8.36,62.80%,992.49,1581.46
25-04-2022,3558,3584,3533.100098,3548.199951,3402.278076,1960694,0.093243195,1828.213721,4043,2926.100098,103.24,113.96,210.86,43,31.13548571,16.82727853,13.5,8.36,63.70%,1249.53,1960.69
26-04-2022,3575.149902,3587.899902,3518.149902,3546.300049,3400.456543,1943469,0.092424039,1796.23254,4043,2926.100098,103.24,113.96,210.86,43,31.11881405,16.81826828,13.5,8.36,62.90%,1223,1943.47
27-04-2022,3546,3568.449951,3506.300049,3561.199951,3414.743164,1727648,0.082160408,1419.442642,4043,2926.100098,103.24,113.96,210.86,43,31.24956082,16.88893081,13.5,8.36,61.90%,1068.88,1727.65
28-04-2022,3588,3604.399902,3538.050049,3584.300049,3436.893311,1703660,0.081019629,1380.299015,4043,2926.100098,103.24,113.96,210.86,43,31.45226438,16.99848264,13.5,8.36,65.60%,1117.29,1703.66
29-04-2022,3597,3623.25,3536.850098,3546.699951,3400.839844,2051115,0.097543276,2000.724755,4043,2926.100098,103.24,113.96,210.86,43,31.12232319,16.82016481,13.5,8.36,65.80%,1349.22,2051.11
02-05-2022,3519.899902,3547.949951,3492.75,3542.399902,3396.717041,1324161,0.062972091,833.8518751,4043,2926.100098,103.24,113.96,210.86,43,31.08459023,16.7997719,13.5,8.36,63.30%,837.86,1324.16
04-05-2022,3538.5,3545.449951,3465.300049,3479.75,3336.643311,2305825,0.10965632,2528.482846,4043,2926.100098,103.24,113.96,210.86,43,30.53483678,16.50265579,13.5,8.36,66.50%,1533.6,2305.82
05-05-2022,3512.100098,3533,3485.350098,3513.399902,3368.909424,1612262,0.076673086,1236.171027,4043,2926.100098,103.24,113.96,210.86,43,30.83011497,16.66223989,13.5,8.36,61.70%,994.9,1612.26
06-05-2022,3459,3474.5,3424.5,3432.600098,3291.432617,2010812,0.095626617,1922.871494,4043,2926.100098,103.24,113.96,210.86,43,30.12109598,16.27904817,13.5,8.36,57.60%,1157.84,2010.81
09-05-2022,3398,3456,3346.850098,3445.100098,3303.418457,2481830,0.118026453,2929.21591,4043,2926.100098,103.24,113.96,210.86,43,30.23078359,16.33832921,13.5,8.36,61.30%,1520.2,2481.83
10-05-2022,3434,3464.800049,3422,3438.75,3297.329346,1622685,0.077168764,1252.205963,4043,2926.100098,103.24,113.96,210.86,43,30.17506143,16.30821398,13.5,8.36,68.80%,1116.71,1622.68
11-05-2022,3435,3448.449951,3382.149902,3412,3271.679932,1841769,0.087587571,1613.160733,4043,2926.100098,103.24,113.96,210.86,43,29.94032994,16.18135256,13.5,8.36,57.90%,1066.17,1841.77
12-05-2022,3378,3449.699951,3350.100098,3408.649902,3268.467285,2807195,0.133499582,3747.593593,4043,2926.100098,103.24,113.96,210.86,43,29.9109328,16.16546477,13.5,8.36,58.10%,1630.79,2807.2
13-05-2022,3435,3439.899902,3382.149902,3414.899902,3274.460205,2187823,0.104044591,2276.311496,4043,2926.100098,103.24,113.96,210.86,43,29.96577661,16.19510529,13.5,8.36,60.60%,1326.06,2187.82
16-05-2022,3415,3430,3366.600098,3376.800049,3237.927002,1195813,0.056868346,680.0390709,4043,2926.100098,103.24,113.96,210.86,43,29.63145006,16.01441738,13.5,8.36,58.40%,698.05,1195.81
17-05-2022,3370,3467,3350.399902,3451.600098,3309.651123,1754076,0.083417224,1463.201499,4043,2926.100098,103.24,113.96,210.86,43,30.28782114,16.36915535,13.5,8.36,58.30%,1022.6,1754.08
18-05-2022,3465,3495,3443.050049,3448.800049,3306.966309,1866781,0.088777047,1657.273052,4043,2926.100098,103.24,113.96,210.86,43,30.26325069,16.35587617,13.5,8.36,62.50%,1166.59,1866.78
19-05-2022,3397,3405,3230,3261.949951,3127.800293,4642963,0.220801768,10251.74441,4043,2926.100098,103.24,113.96,210.86,43,28.62363945,15.46974273,13.5,8.36,63.60%,2952.12,4642.96
20-05-2022,3310,3313.899902,3270.050049,3293,3157.57373,3065125,0.145765758,4467.902684,4043,2926.100098,103.24,113.96,210.86,43,28.8961039,15.61699706,13.5,8.36,64.30%,1971.44,3065.13
23-05-2022,3304.800049,3338.899902,3267,3321.75,3185.141113,2293690,0.109079225,2501.939287,4043,2926.100098,103.24,113.96,210.86,43,29.1483854,15.75334345,13.5,8.36,60.50%,1387.82,2293.69
24-05-2022,3315.149902,3324.850098,3275.600098,3288,3152.779297,1711510,0.081392946,1393.048402,4043,2926.100098,103.24,113.96,210.86,43,28.85222885,15.59328464,13.5,8.36,60.80%,1040.63,1711.51
25-05-2022,3292.850098,3292.850098,3154.050049,3167.649902,3057.838623,3548046,0.168731655,5986.676735,4043,2926.100098,103.24,113.96,210.86,43,27.79615569,15.02252633,13.5,8.36,63%,2233.85,3548.05
26-05-2022,3191,3241.5,3180.550049,3226.949951,3115.083008,2813186,0.133784491,3763.606582,4043,2926.100098,103.24,113.96,210.86,43,28.31651414,15.30375582,13.5,8.36,64.70%,1819.59,2813.19
27-05-2022,3253.199951,3278.899902,3229.199951,3261.300049,3148.241943,3103153,0.147574226,4579.454013,4043,2926.100098,103.24,113.96,210.86,43,28.61793655,15.46666057,13.5,8.36,66.90%,2076.29,3103.15
30-05-2022,3297,3386.600098,3286.350098,3375.25,3258.241699,2094624,0.099612399,2086.505218,4043,2926.100098,103.24,113.96,210.86,43,29.61784837,16.0070663,13.5,8.36,59.80%,1253.59,2094.62
31-05-2022,3354.149902,3383.399902,3325,3364.350098,3247.719727,4840965,0.230217995,11144.77256,4043,2926.100098,103.24,113.96,210.86,43,29.52220163,15.9553737,13.5,8.36,75.20%,3642.74,4840.97
01-06-2022,3388,3388,3340.050049,3355.199951,3238.886719,1493835,0.071041145,1061.237495,4043,2926.100098,103.24,113.96,210.86,43,29.44190901,15.91197928,13.5,8.36,66.20%,989.28,1493.84
02-06-2022,3355,3432,3346.300049,3423,3304.336426,2657939,0.126401531,3359.675588,4043,2926.100098,103.24,113.96,210.86,43,30.03685504,16.23351987,13.5,8.36,58.80%,1564,2657.94
03-06-2022,3459.399902,3477.300049,3431.199951,3440.149902,3320.89209,1913622,0.091004628,1741.484586,4043,2926.100098,103.24,113.96,210.86,43,30.18734558,16.31485299,13.5,8.36,58.40%,1116.75,1913.62
06-06-2022,3418,3453,3377.149902,3430.949951,3312.010986,1084210,0.051560929,559.0287475,4043,2926.100098,103.24,113.96,210.86,43,30.10661593,16.27122238,13.5,8.36,49.70%,538.45,1084.21
07-06-2022,3401.050049,3418.850098,3356,3362.699951,3246.126709,2308256,0.109771929,2533.817147,4043,2926.100098,103.24,113.96,210.86,43,29.50772158,15.9475479,13.5,8.36,64.90%,1498.67,2308.26
08-06-2022,3380.149902,3413.949951,3346.5,3404.149902,3286.139893,2185707,0.103943962,2271.910458,4043,2926.100098,103.24,113.96,210.86,43,29.87144526,16.1441236,13.5,8.36,60.90%,1330.22,2185.71
09-06-2022,3385,3437,3353.100098,3427.100098,3308.294434,1279197,0.060833774,778.183806,4043,2926.100098,103.24,113.96,210.86,43,30.07283343,16.25296452,13.5,8.36,54.50%,696.53,1279.2
10-06-2022,3382,3393,3352,3359.899902,3243.423828,1527582,0.072646025,1109.727604,4043,2926.100098,103.24,113.96,210.86,43,29.48315113,15.93426872,13.5,8.36,65.10%,993.71,1527.58
13-06-2022,3290,3293,3192.449951,3219.600098,3107.987549,3030921,0.144139145,4368.743611,4043,2926.100098,103.24,113.96,210.86,43,28.25201911,15.26889926,13.5,8.36,70.50%,2138.26,3030.92
14-06-2022,3190,3238.899902,3174.699951,3210.550049,3099.251221,2611493,0.124192735,3243.284575,4043,2926.100098,103.24,113.96,210.86,43,28.17260485,15.22597955,13.5,8.36,66.70%,1741.13,2611.49
15-06-2022,3218.5,3234,3201,3206.300049,3095.148682,1404536,0.066794423,938.1517107,4043,2926.100098,103.24,113.96,210.86,43,28.13531106,15.205824,13.5,8.36,58.80%,825.28,1404.54
16-06-2022,3240,3244.850098,3133.050049,3142,3033.077637,2032028,0.09663557,1963.661839,4043,2926.100098,103.24,113.96,210.86,43,27.57107757,14.9008821,13.5,8.36,59.40%,1207.36,2032.03
17-06-2022,3092,3118.75,3023.850098,3088.899902,2981.818604,5240434,0.24921523,13059.95967,4043,2926.100098,103.24,113.96,210.86,43,27.10512375,14.64905578,13.5,8.36,54.30%,2845.99,5240.43
20-06-2022,3094,3138.75,3069,3112.399902,3004.503662,1502769,0.071466013,1073.969084,4043,2926.100098,103.24,113.96,210.86,43,27.31133645,14.76050414,13.5,8.36,42.60%,640.88,1502.77
21-06-2022,3130,3237.75,3125.399902,3211.949951,3100.603027,2964461,0.140978559,4179.254386,4043,2926.100098,103.24,113.96,210.86,43,28.18488901,15.23261857,13.5,8.36,58.90%,1747.33,2964.46
22-06-2022,3199.899902,3250.550049,3183,3222.949951,3111.221436,3336315,0.158662529,5293.481755,4043,2926.100098,103.24,113.96,210.86,43,28.2814141,15.28478588,13.5,8.36,62.20%,2075.09,3336.32
23-06-2022,3222.949951,3318,3222.949951,3308.800049,3194.095459,3692578,0.175605051,6484.353462,4043,2926.100098,103.24,113.96,210.86,43,29.03474946,15.69192853,13.5,8.36,67%,2472.51,3692.58
24-06-2022,3339,3345,3277.5,3293.100098,3178.939941,2132118,0.101395472,2161.871109,4043,2926.100098,103.24,113.96,210.86,43,28.89698225,15.61747177,13.5,8.36,56.50%,1204.46,2132.12
27-06-2022,3350,3362.899902,3306.5,3314.699951,3199.790527,2037686,0.096904643,1974.612344,4043,2926.100098,103.24,113.96,210.86,43,29.08652116,15.71990871,13.5,8.36,60%,1223.3,2037.69
28-06-2022,3307,3330,3272.600098,3318.149902,3203.121338,1400046,0.066580895,932.163159,4043,2926.100098,103.24,113.96,210.86,43,29.11679451,15.73627005,13.5,8.36,54.50%,763.21,1400.05
29-06-2022,3271,3333,3271,3290.5,3176.429932,2133994,0.101484687,2165.677141,4043,2926.100098,103.24,113.96,210.86,43,28.87416637,15.60514085,13.5,8.36,59.50%,1270.61,2133.99
30-06-2022,3272,3310.899902,3255,3267.100098,3153.841064,2719603,0.129334038,3517.372369,4043,2926.100098,103.24,113.96,210.86,43,28.66883203,15.49416721,13.5,8.36,62.20%,1691.35,2719.6
01-07-2022,3260,3333,3252.050049,3315.100098,3200.177246,1502879,0.071471244,1074.126315,4043,2926.100098,103.24,113.96,210.86,43,29.09003245,15.7218064,13.05,8.53,62.60%,940.96,1502.88
04-07-2022,3312,3317.949951,3225.050049,3235.050049,3122.9021,2622535,0.124717851,3270.769282,4043,2926.100098,103.24,113.96,210.86,43,28.38759257,15.34217039,13.05,8.53,64.80%,1700.58,2622.53
05-07-2022,3255,3272,3206.949951,3216.300049,3104.802002,2170627,0.103226814,2240.669105,4043,2926.100098,103.24,113.96,210.86,43,28.22306115,15.25324883,13.05,8.53,58.10%,1260.67,2170.63
06-07-2022,3218.5,3268.5,3202.25,3260.75,3147.711182,2182144,0.103774519,2264.509449,4043,2926.100098,103.24,113.96,210.86,43,28.61310986,15.46405198,13.05,8.53,59.10%,1290.2,2182.14
07-07-2022,3271,3319.399902,3265.050049,3287.850098,3173.871582,1989921,0.09463312,1883.124332,4043,2926.100098,103.24,113.96,210.86,43,28.85091346,15.59257373,13.05,8.53,53.20%,1059.07,1989.92
08-07-2022,3300,3305,3250,3265.449951,3152.248047,2136916,0.101623647,2171.611966,4043,2926.100098,103.24,113.96,210.86,43,28.65435198,15.48634142,13.05,8.53,54.70%,1169.84,2136.92
11-07-2022,3206.149902,3225,3106,3113.800049,3005.855469,6974600,0.33168561,23133.74454,4043,2926.100098,103.24,113.96,210.86,43,27.32362275,14.76714431,13.05,8.53,52.10%,3636.71,6974.6
12-07-2022,3114.899902,3136.199951,3080.25,3084.699951,2977.76416,3734815,0.177613683,6633.542459,4043,2926.100098,103.24,113.96,210.86,43,27.06826914,14.62913758,13.05,8.53,55.70%,2079.78,3734.82
13-07-2022,3104,3110,3035,3038.75,2933.406738,3863530,0.183734881,7098.652263,4043,2926.100098,103.24,113.96,210.86,43,26.66505792,14.41122072,13.05,8.53,64.90%,2508.06,3863.53
14-07-2022,3056,3057,2967,2998.75,2902.435059,4764908,0.226601012,10797.32973,4043,2926.100098,103.24,113.96,210.86,43,26.31405756,14.22152139,13.05,8.53,59.10%,2817.12,4764.91
15-07-2022,3018.550049,3028.899902,2953,2994.600098,2898.418213,4574806,0.217560479,9952.969851,4043,2926.100098,103.24,113.96,210.86,43,26.27764213,14.20184055,13.05,8.53,62.60%,2862.51,4574.81
18-07-2022,3023,3076.949951,3014.300049,3063.5,2965.105225,3202795,0.152312823,4878.267466,4043,2926.100098,103.24,113.96,210.86,43,26.88223938,14.52859717,13.05,8.53,53.10%,1699.16,3202.8
19-07-2022,3030.050049,3078.949951,3030.050049,3074.25,2975.510254,1865074,0.088695869,1654.243589,4043,2926.100098,103.24,113.96,210.86,43,26.97657073,14.57957887,13.05,8.53,53.10%,989.72,1865.07
20-07-2022,3107.800049,3171.949951,3098.050049,3164.800049,3063.151611,3402251,0.161798196,5504.780739,4043,2926.100098,103.24,113.96,210.86,43,27.7711482,15.00901095,13.05,8.53,61.70%,2098.35,3402.25
21-07-2022,3167,3184,3144.050049,3177.300049,3075.25,2420640,0.115116488,2786.555745,4043,2926.100098,103.24,113.96,210.86,43,27.88083581,15.06829199,13.05,8.53,53.10%,1285.64,2420.64
22-07-2022,3185,3197,3143.5,3171,3069.152588,2075886,0.098721291,2049.341451,4043,2926.100098,103.24,113.96,210.86,43,27.82555283,15.03841411,13.05,8.53,57.30%,1190.02,2075.89
25-07-2022,3165,3186.449951,3149.100098,3166.75,3065.038818,1797504,0.085482495,1536.551268,4043,2926.100098,103.24,113.96,210.86,43,27.78825904,15.01825856,13.05,8.53,59.50%,1068.65,1797.5
26-07-2022,3164.699951,3168.899902,3096.5,3115.899902,3015.822266,2639367,0.125518317,3312.889034,4043,2926.100098,103.24,113.96,210.86,43,27.34204899,14.77710283,13.05,8.53,60.40%,1592.86,2639.37
27-07-2022,3115,3194.100098,3110,3188.850098,3086.429199,1389808,0.066094015,918.5799017,4043,2926.100098,103.24,113.96,210.86,43,27.98218759,15.1230679,13.05,8.53,54.90%,763.04,1389.81
28-07-2022,3216,3264,3201.649902,3260.5,3155.777588,2106333,0.100169235,2109.897649,4043,2926.100098,103.24,113.96,210.86,43,28.61091611,15.46286636,13.05,8.53,48.50%,1021.36,2106.33
29-07-2022,3290,3317.300049,3275,3301.899902,3195.8479,2430257,0.115573836,2808.741233,4043,2926.100098,103.24,113.96,210.86,43,28.97420062,15.6592047,13.05,8.53,58.60%,1424.47,2430.26
01-08-2022,3327,3327,3271,3298.800049,3192.847656,1306913,0.062151842,812.2704992,4043,2926.100098,103.24,113.96,210.86,43,28.94699938,15.64450369,13.05,8.53,53%,692.18,1306.91
02-08-2022,3290,3312.899902,3271.649902,3291.800049,3186.07251,1269114,0.060354264,765.9644162,4043,2926.100098,103.24,113.96,210.86,43,28.88557431,15.61130631,13.05,8.53,51.80%,656.94,1269.11
03-08-2022,3280,3349,3277.050049,3339.5,3232.240723,2895824,0.137714442,3987.967871,4043,2926.100098,103.24,113.96,210.86,43,29.3041418,15.83752253,13.05,8.53,53.10%,1538.25,2895.82
04-08-2022,3350,3387.899902,3307.350098,3354.949951,3247.194336,2150567,0.102272837,2199.445875,4043,2926.100098,103.24,113.96,210.86,43,29.43971526,15.91079366,13.05,8.53,47.80%,1027.97,2150.57
05-08-2022,3361.199951,3377,3355,3365.050049,3256.969971,1106933,0.052641549,582.7066766,4043,2926.100098,103.24,113.96,210.86,43,29.52834371,15.9586932,13.05,8.53,56.80%,628.7,1106.93
08-08-2022,3365,3378.899902,3336,3374.449951,3266.068115,1068836,0.0508298,543.2871969,4043,2926.100098,103.24,113.96,210.86,43,29.61082793,16.00327208,13.05,8.53,63.10%,674.22,1068.84
10-08-2022,3385,3385,3335,3354.25,3246.516846,1878359,0.089327653,1677.894014,4043,2926.100098,103.24,113.96,210.86,43,29.43357318,15.90747415,13.05,8.53,71.20%,1337.99,1878.36
11-08-2022,3400,3428.699951,3375.050049,3422.5,3312.574951,1449248,0.068920756,998.8326815,4043,2926.100098,103.24,113.96,210.86,43,30.03246753,16.23114863,13.05,8.53,53.60%,776.23,1449.25
12-08-2022,3419,3419,3381.25,3401.550049,3292.297607,1472354,0.07001959,1030.936238,4043,2926.100098,103.24,113.96,210.86,43,29.84863153,16.13179384,13.05,8.53,62.60%,922.1,1472.35
16-08-2022,3411,3414.850098,3387.5,3392.699951,3283.731689,839942,0.039944466,335.5103488,4043,2926.100098,103.24,113.96,210.86,43,29.77097184,16.0898224,13.05,8.53,56.70%,475.91,839.94
17-08-2022,3385.100098,3417.949951,3371.100098,3401.100098,3291.862061,1622326,0.077151692,1251.651953,4043,2926.100098,103.24,113.96,210.86,43,29.8446832,16.12965995,13.05,8.53,58%,941.63,1622.33
18-08-2022,3390,3392,3362,3381.25,3272.649414,1430659,0.068036734,973.3736537,4043,2926.100098,103.24,113.96,210.86,43,29.67049842,16.0355212,13.05,8.53,63.10%,903.1,1430.66
19-08-2022,3387,3421.5,3371.25,3385.75,3277.004883,1398410,0.066503093,929.9859049,4043,2926.100098,103.24,113.96,210.86,43,29.70998596,16.05686237,13.05,8.53,50.30%,703.55,1398.41
22-08-2022,3365,3384.100098,3347.399902,3354.550049,3246.807373,1536532,0.073071653,1122.769336,4043,2926.100098,103.24,113.96,210.86,43,29.43620611,15.90889713,13.05,8.53,71.90%,1105.24,1536.53
23-08-2022,3319.949951,3341.899902,3270,3284.600098,3179.104004,1849256,0.087943625,1626.302754,4043,2926.100098,103.24,113.96,210.86,43,28.82239468,15.57716066,13.05,8.53,54.70%,1011.97,1849.26
24-08-2022,3292,3308,3250.199951,3255.350098,3150.793457,1691923,0.080461462,1361.345979,4043,2926.100098,103.24,113.96,210.86,43,28.56572567,15.43844303,13.05,8.53,58.90%,995.74,1691.92
25-08-2022,3276,3278.149902,3214.75,3218.199951,3114.83667,1946930,0.092588631,1802.635829,4043,2926.100098,103.24,113.96,210.86,43,28.23973281,15.26225909,13.05,8.53,62.50%,1217.43,1946.93
26-08-2022,3234.300049,3257,3216.800049,3222.199951,3118.708008,1457962,0.069335161,1010.880302,4043,2926.100098,103.24,113.96,210.86,43,28.27483285,15.28122902,13.05,8.53,57.60%,840.4,1457.96
29-08-2022,3125,3142.699951,3081,3132.550049,3031.9375,2539173,0.120753469,3066.139481,4043,2926.100098,103.24,113.96,210.86,43,27.48815417,14.85606587,13.05,8.53,60.90%,1546.88,2539.17
30-08-2022,3155,3226.5,3142.100098,3211.149902,3108.012939,3431525,0.163190357,5599.917888,4043,2926.100098,103.24,113.96,210.86,43,28.17786857,15.22882435,13.05,8.53,62.50%,2145.71,3431.53
01-09-2022,3190,3190,3121,3131.699951,3031.114746,3546935,0.16867882,5982.928105,4043,2926.100098,103.24,113.96,210.86,43,27.48069455,14.85203429,13.05,8.53,62.70%,2222.2,3546.93
02-09-2022,3163,3163,3120.300049,3130.399902,3029.856445,2052900,0.097628163,2004.208566,4043,2926.100098,103.24,113.96,210.86,43,27.46928661,14.84586883,13.05,8.53,62.50%,1283.63,2052.9
05-09-2022,3123.649902,3147.949951,3112.25,3133.399902,3032.76001,2147912,0.102146575,2194.01854,4043,2926.100098,103.24,113.96,210.86,43,27.49561164,14.86009628,13.05,8.53,69.10%,1483.88,2147.91
06-09-2022,3135.5,3140.850098,3106.350098,3127.050049,3026.614014,1936453,0.092090384,1783.287009,4043,2926.100098,103.24,113.96,210.86,43,27.43989162,14.82998221,13.05,8.53,64.60%,1251.31,1936.45
07-09-2022,3102,3161.899902,3102,3149.600098,3048.439941,1291534,0.061420475,793.2663126,4043,2926.100098,103.24,113.96,210.86,43,27.63776849,14.93692544,13.05,8.53,43%,556,1291.53
08-09-2022,3170,3183.5,3160.100098,3169.649902,3067.845703,1346113,0.064016046,861.728311,4043,2926.100098,103.24,113.96,210.86,43,27.81370571,15.0320113,13.05,8.53,59.10%,795.91,1346.11
09-09-2022,3195,3233.5,3168.5,3217.649902,3114.303955,1561185,0.074244057,1159.087078,4043,2926.100098,103.24,113.96,210.86,43,28.23490613,15.25965049,13.05,8.53,46.70%,728.41,1561.18
12-09-2022,3239.899902,3269.800049,3225,3242.949951,3138.791504,1785928,0.084931984,1516.824088,4043,2926.100098,103.24,113.96,210.86,43,28.45691428,15.37963555,13.05,8.53,54.80%,979.56,1785.93
13-09-2022,3263.449951,3263.449951,3225,3229.350098,3125.628418,1972678,0.093813108,1850.630549,4043,2926.100098,103.24,113.96,210.86,43,28.33757544,15.31513847,13.05,8.53,71.50%,1409.61,1972.68
14-09-2022,3135,3141.399902,3113.800049,3120.399902,3020.17749,5090269,0.242073951,12322.21527,4043,2926.100098,103.24,113.96,210.86,43,27.38153652,14.798444,13.05,8.53,58.80%,2993.54,5090.27
15-09-2022,3130,3137.75,3100,3104.350098,3004.643311,2138023,0.101676291,2173.862497,4043,2926.100098,103.24,113.96,210.86,43,27.24069935,14.72232807,13.05,8.53,62.20%,1330.63,2138.02
16-09-2022,3076,3094.350098,3000,3008.699951,2912.065186,5322221,0.253104711,13470.79208,4043,2926.100098,103.24,113.96,210.86,43,26.40136847,14.26870886,13.05,8.53,66.30%,3527.57,5322.22
19-09-2022,3036,3042,2987.800049,3028.800049,2931.52002,2072220,0.09854695,2042.109597,4043,2926.100098,103.24,113.96,210.86,43,26.57774701,14.36403324,13.05,8.53,56.10%,1163.04,2072.22
20-09-2022,3050,3079.949951,3030,3040.300049,2942.650391,1544295,0.073440832,1134.1431,4043,2926.100098,103.24,113.96,210.86,43,26.67865961,14.4185718,13.05,8.53,53%,818.64,1544.3
21-09-2022,3028,3041.399902,2998.149902,3001.199951,2904.806152,2253818,0.107183064,2415.711187,4043,2926.100098,103.24,113.96,210.86,43,26.33555591,14.23314024,13.05,8.53,70.60%,1590.41,2253.82
22-09-2022,2990,3029.949951,2979.300049,3007.399902,2910.806885,2017983,0.095967643,1936.610718,4043,2926.100098,103.24,113.96,210.86,43,26.38996053,14.2625434,13.05,8.53,59.50%,1200.58,2017.98
23-09-2022,3004,3022.5,2979,2982.050049,2886.27124,2652374,0.126136881,3345.621825,4043,2926.100098,103.24,113.96,210.86,43,26.16751535,14.14232215,13.05,8.53,62.20%,1650.28,2652.37
