Date,Open,High,Low,Close,Adj Close,Volume,%delivery,Share Delivery,52_Week_High,52_Week_Low,Basic EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),P/E,P/B (price to book ratio),FII,DII,%Delivery,Delivery_Volume,Traded_Volume
26-08-2020,2242,2259.899902,2216.449951,2253.5,2124.638428,2618149,0.124509269,3259.838181,2952,2079.5,88.64,95.9,198.31,73,23.49843587,11.36352176,16,7.85,36.50%,954.84,2618.16
27-08-2020,2266,2287.350098,2241.75,2248.399902,2119.829834,3579393,0.1702224,6092.928663,2952,2079.5,88.64,95.9,198.31,73,23.44525446,11.33780396,16,7.85,34.50%,1234.04,3579.4
28-08-2020,2268.399902,2279.949951,2235.100098,2238.550049,2110.543213,2941136,0.13986931,4113.74662,2952,2079.5,88.64,95.9,198.31,73,23.34254483,11.28813498,16,7.85,46.20%,1359.68,2941.16
31-08-2020,2240,2276.199951,2228,2257.25,2128.173584,6018154,0.286200654,17223.99608,2952,2079.5,88.64,95.9,198.31,73,23.5375391,11.38243155,16,7.85,49.10%,2955.11,6018.16
01-09-2020,2269,2278,2241.300049,2246.350098,2117.897217,3610908,0.171721134,6200.692167,2952,2079.5,88.64,95.9,198.31,73,23.42388006,11.32746759,16,7.85,43.80%,1581.55,3610.91
02-09-2020,2247,2268.75,2241.649902,2265.149902,2135.62207,2084137,0.099113677,2065.664814,2952,2079.5,88.64,95.9,198.31,73,23.61991556,11.42226767,16,7.85,48.20%,1004.53,2084.15
03-09-2020,2268,2324,2268,2299.5,2168.007813,4654146,0.22133359,10301.1884,2952,2079.5,88.64,95.9,198.31,73,23.97810219,11.59548182,16,7.85,26.50%,1233.36,4654.15
04-09-2020,2275,2324.25,2262.949951,2288.800049,2157.919678,5231303,0.248780995,13014.48764,2952,2079.5,88.64,95.9,198.31,73,23.86652814,11.54152614,16,7.85,39.90%,2085.7,5232.18
07-09-2020,2289,2343.5,2283.350098,2327.050049,2193.983154,4620401,0.219728805,10152.3519,2952,2079.5,88.64,95.9,198.31,73,24.26538111,11.73440597,16,7.85,23.30%,1077.42,4620.42
08-09-2020,2335.949951,2390.449951,2327.050049,2348.199951,2213.922852,7453998,0.354483966,26423.22776,2952,2079.5,88.64,95.9,198.31,73,24.48592233,11.84105668,16,7.85,20.60%,1535.82,7454.16
09-09-2020,2325,2359,2320,2327.649902,2194.547852,3866535,0.183877788,7109.699023,2952,2079.5,88.64,95.9,198.31,73,24.2716361,11.7374308,16,7.85,35.70%,1379.63,3866.54
10-09-2020,2335,2348.5,2324.300049,2331.149902,2197.848145,2308813,0.109798418,2535.040153,2952,2079.5,88.64,95.9,198.31,73,24.30813245,11.75507994,16,7.85,37.30%,860.61,2308.81
11-09-2020,2330.949951,2383,2330.149902,2374.100098,2238.342529,4145424,0.197140694,8172.317658,2952,2079.5,88.64,95.9,198.31,73,24.75599685,11.97166102,16,7.85,34%,1407.83,4145.43
14-09-2020,2384.100098,2505.75,2381.850098,2491.399902,2348.934326,7512131,0.357248552,26836.97922,2952,2079.5,88.64,95.9,198.31,73,25.97914392,12.5631582,16,7.85,29.40%,2210.36,7512.28
15-09-2020,2491.399902,2538,2464.600098,2491.399902,2348.934326,7318770,0.348053034,25473.20102,2952,2079.5,88.64,95.9,198.31,73,25.97914392,12.5631582,16,7.85,26.10%,1906.82,7318.77
16-09-2020,2488.949951,2507.600098,2477.300049,2503,2359.871338,3074003,0.146187962,4493.822336,2952,2079.5,88.64,95.9,198.31,73,26.10010428,12.62165297,16,7.85,37.50%,1151.75,3074.01
17-09-2020,2480,2495.75,2450.600098,2460.949951,2320.225586,4828176,0.229609798,11085.96518,2952,2079.5,88.64,95.9,198.31,73,25.66162619,12.40961097,16,7.85,52.50%,2534.88,4828.23
18-09-2020,2485,2500.399902,2436.399902,2449.899902,2309.807373,4183256,0.198939841,8322.162846,2952,2079.5,88.64,95.9,198.31,73,25.54640148,12.35388988,16,7.85,53.80%,2251.13,4183.26
21-09-2020,2465,2504.899902,2452.149902,2465.300049,2324.32666,4598809,0.218701971,10057.68593,2952,2079.5,88.64,95.9,198.31,73,25.70698695,12.43154681,16,7.85,28%,1287.73,4598.81
22-09-2020,2485,2555,2458,2522.949951,2378.679932,7499613,0.356653243,26747.613,2952,2079.5,88.64,95.9,198.31,73,26.30813296,12.72225279,16,7.85,21.30%,1600.95,7499.93
23-09-2020,2510,2519.850098,2409,2467.449951,2326.354004,7502280,0.356780076,26766.64026,2952,2079.5,88.64,95.9,198.31,73,25.72940512,12.44238793,16,7.85,29.20%,2191,7503.15
24-09-2020,2450,2450,2302.600098,2332.25,2198.884766,8424708,0.400647264,33753.36213,2952,2079.5,88.64,95.9,198.31,73,24.31960375,11.7606273,16,7.85,34.40%,2896.53,8425.12
25-09-2020,2368,2440,2352.100098,2422.300049,2283.785645,8228267,0.391305273,32197.64264,2952,2079.5,88.64,95.9,198.31,73,25.25860322,12.21471458,16,7.85,21.70%,1785.46,8228.3
28-09-2020,2440,2444,2366,2426.300049,2287.556885,4347166,0.206734781,8987.10412,2952,2079.5,88.64,95.9,198.31,73,25.30031334,12.23488502,16,7.85,19.20%,836.21,4347.18
29-09-2020,2434.850098,2511.050049,2426.300049,2488.399902,2346.105957,6995811,0.332694325,23274.66616,2952,2079.5,88.64,95.9,198.31,73,25.94786134,12.54803037,16,7.85,20.50%,1430.7,6995.81
30-09-2020,2489,2505,2460,2492.300049,2349.783203,3917166,0.186285607,7297.116452,2952,2079.5,88.64,95.9,198.31,73,25.98853023,12.56769729,16,7.85,38.30%,1499.17,3917.19
01-10-2020,2510,2540,2492.300049,2523.449951,2379.151855,2610337,0.12413776,3240.413875,2952,2079.5,88.64,95.9,198.31,73,26.31334673,12.7247741,15.88,7.71,28.70%,747.93,2610.34
05-10-2020,2620,2728.100098,2603.050049,2705.800049,2551.074219,17412105,0.82805389,144181.6128,2952,2079.5,88.64,95.9,198.31,73,28.2148076,13.64429453,15.88,7.71,14.20%,2477.95,17412.12
06-10-2020,2736,2736,2650.100098,2714.300049,2559.088623,9846367,0.468255992,46106.20347,2952,2079.5,88.64,95.9,198.31,73,28.30344159,13.68715672,15.88,7.71,19.20%,1890.86,9846.38
07-10-2020,2742,2770,2703,2735.949951,2579.500244,9656101,0.45920766,44341.55548,2952,2079.5,88.64,95.9,198.31,73,28.52919657,13.79632873,15.88,7.71,26.30%,2543.04,9656.17
08-10-2020,2800,2885,2800,2825.699951,2664.118164,19839329,0.943483488,187180.7933,2952,2079.5,88.64,95.9,198.31,73,29.46506727,14.24890299,15.88,7.71,14.70%,2925.4,19839.83
09-10-2020,2810,2829.850098,2780,2812.949951,2652.097656,7739245,0.368049235,28484.23204,2952,2079.5,88.64,95.9,198.31,73,29.33211628,14.18460971,15.88,7.71,26.10%,2016.79,7739.38
12-10-2020,2815.5,2854,2800.75,2830,2668.172119,4623203,0.219862057,10164.66924,2952,2079.5,88.64,95.9,198.31,73,29.50990615,14.27058646,15.88,7.71,29.40%,1359.02,4623.21
13-10-2020,2845,2854.899902,2812.199951,2826.550049,2664.920166,4209878,0.200205883,8428.423421,2952,2079.5,88.64,95.9,198.31,73,29.47393169,14.2531897,15.88,7.71,31.70%,1335.93,4209.9
14-10-2020,2842,2842,2787.550049,2809.600098,2660.23291,4395936,0.209054098,9189.884357,2952,2079.5,88.64,95.9,198.31,73,29.29718559,14.1677177,15.88,7.71,41.30%,1813.43,4395.98
15-10-2020,2811,2827.75,2727,2740.600098,2594.901123,6629355,0.315267063,20900.17278,2952,2079.5,88.64,95.9,198.31,73,28.57768611,13.81977761,15.88,7.71,46%,3050.04,6629.4
16-10-2020,2750.100098,2771.649902,2731.300049,2763.300049,2616.394043,5273773,0.250800707,13226.65998,2952,2079.5,88.64,95.9,198.31,73,28.8143905,13.93424461,15.88,7.71,43%,2268.74,5273.77
19-10-2020,2774,2774,2706.600098,2711.550049,2567.395264,3331194,0.158418994,5277.244011,2952,2079.5,88.64,95.9,198.31,73,28.27476589,13.67328954,15.88,7.71,41.10%,1370.23,3331.19
20-10-2020,2725,2759.899902,2717.949951,2739,2593.386475,3406273,0.161989467,5517.803479,2952,2079.5,88.64,95.9,198.31,73,28.56100104,13.81170894,15.88,7.71,41.20%,1402.39,3406.3
21-10-2020,2739,2749,2663.050049,2675.399902,2533.16748,4570143,0.217338724,9932.690501,2952,2079.5,88.64,95.9,198.31,73,27.8978092,13.49099845,15.88,7.71,52.20%,2385.82,4570.18
22-10-2020,2661,2686.649902,2638.100098,2671.149902,2529.143066,5262294,0.250254809,13169.14382,2952,2079.5,88.64,95.9,198.31,73,27.8534922,13.46956736,15.88,7.71,48.60%,2554.94,5262.31
23-10-2020,2687.800049,2702,2670.100098,2686.800049,2543.961426,3499091,0.16640354,5822.6113,2952,2079.5,88.64,95.9,198.31,73,28.01668456,13.54848494,15.88,7.71,54.60%,1911.51,3499.37
26-10-2020,2689.949951,2709.949951,2670.5,2688.199951,2545.286621,2672752,0.127105981,3397.227656,2952,2079.5,88.64,95.9,198.31,73,28.03128208,13.5555441,15.88,7.71,34%,908.02,2672.77
27-10-2020,2699.75,2718.149902,2624.100098,2630.149902,2490.322754,3537502,0.168230222,5951.147475,2952,2079.5,88.64,95.9,198.31,73,27.42596353,13.26282034,15.88,7.71,45.20%,1597.44,3537.59
28-10-2020,2650,2655.949951,2606,2622.199951,2482.795166,3569445,0.169749311,6059.108277,2952,2079.5,88.64,95.9,198.31,73,27.34306518,13.22273184,15.88,7.71,43.40%,1548.3,3569.51
29-10-2020,2608,2655,2600.25,2632.649902,2492.690186,3105968,0.147708096,4587.766211,2952,2079.5,88.64,95.9,198.31,73,27.45203235,13.27542687,15.88,7.71,34.40%,1069.26,3105.97
30-10-2020,2636.100098,2674.350098,2621.600098,2664.850098,2523.178467,3427003,0.162975307,5585.168677,2952,2079.5,88.64,95.9,198.31,73,27.78780081,13.4377999,15.88,7.71,38.90%,1334.81,3427
02-11-2020,2660,2664.850098,2600.050049,2604.600098,2466.131592,2571196,0.122276362,3143.964923,2952,2079.5,88.64,95.9,198.31,73,27.15954221,13.13398264,15.88,7.71,44.20%,1137.13,2571.2
03-11-2020,2604,2665,2601.050049,2633.600098,2493.5896,2879269,0.136927149,3942.500955,2952,2079.5,88.64,95.9,198.31,73,27.46194054,13.28021833,15.88,7.71,35.90%,1034.4,2879.27
04-11-2020,2610,2721.850098,2610,2653.149902,2512.100098,4893928,0.232736715,11389.96726,2952,2079.5,88.64,95.9,198.31,73,27.66579669,13.37880037,15.88,7.71,31%,1515.07,4893.93
05-11-2020,2685,2710,2667,2685.699951,2542.919434,2816502,0.133942188,3772.484399,2952,2079.5,88.64,95.9,198.31,73,28.00521326,13.54293758,15.88,7.71,33.40%,940.63,2816.5
06-11-2020,2699,2713.25,2681.300049,2707.449951,2563.513428,3884421,0.184728378,7175.627922,2952,2079.5,88.64,95.9,198.31,73,28.232012,13.65261435,15.88,7.71,53.50%,2078.18,3884.42
09-11-2020,2731.100098,2744,2695.100098,2726.600098,2581.645752,3646592,0.17341813,6323.851662,2952,2079.5,88.64,95.9,198.31,73,28.43170071,13.74918107,15.88,7.71,35.80%,1305.42,3646.59
10-11-2020,2697.199951,2713.149902,2638.350098,2649.600098,2508.73877,4760020,0.226368557,10775.18858,2952,2079.5,88.64,95.9,198.31,73,27.628781,13.36090009,15.88,7.71,39.30%,1871.54,4760.02
11-11-2020,2667.949951,2692.800049,2643.399902,2687.800049,2544.907715,3242441,0.154198236,4999.78684,2952,2079.5,88.64,95.9,198.31,73,28.02711208,13.55352755,15.88,7.71,39.90%,1292.73,3242.44
12-11-2020,2686,2713,2661.75,2671.050049,2529.048828,2437505,0.115918523,2825.5198,2952,2079.5,88.64,95.9,198.31,73,27.85245098,13.46906383,15.88,7.71,46.50%,1134.59,2437.51
13-11-2020,2655.75,2664.899902,2636,2656.850098,2515.603516,2548093,0.12117767,3087.719738,2952,2079.5,88.64,95.9,198.31,73,27.70438058,13.39745902,15.88,7.71,47.80%,1218.67,2548.09
14-11-2020,2677.949951,2689,2660.050049,2670.350098,2528.385986,298819,0.014210702,42.46427763,2952,2079.5,88.64,95.9,198.31,73,27.84515222,13.46553425,15.88,7.71,42.70%,127.61,298.82
17-11-2020,2695,2695,2650.050049,2666.050049,2524.314209,2827273,0.134454416,3801.393397,2952,2079.5,88.64,95.9,198.31,73,27.80031334,13.44385078,15.88,7.71,51.60%,1460.11,2827.27
18-11-2020,2661,2664.199951,2607.050049,2626.649902,2487.009033,2893762,0.137616381,3982.290549,2952,2079.5,88.64,95.9,198.31,73,27.38946718,13.24517121,15.88,7.71,48.60%,1405.12,2893.76
19-11-2020,2637,2676.149902,2630.850098,2636.899902,2496.713867,4167501,0.198190593,8259.594947,2952,2079.5,88.64,95.9,198.31,73,27.49634935,13.29685796,15.88,7.71,46%,1916.63,4167.5
20-11-2020,2655,2676,2627.550049,2660.25,2518.822754,2711471,0.128947311,3496.36893,2952,2079.5,88.64,95.9,198.31,73,27.73983316,13.4146034,15.88,7.71,39.10%,1060.18,2711.47
23-11-2020,2690,2730,2665,2724.25,2579.42041,3706418,0.176263229,6533.052032,2952,2079.5,88.64,95.9,198.31,73,28.40719499,13.73733044,15.88,7.71,41.40%,1534.73,3706.42
24-11-2020,2734.399902,2743,2705,2722.050049,2577.337646,3120516,0.148399944,4630.844008,2952,2079.5,88.64,95.9,198.31,73,28.38425494,13.72623695,15.88,7.71,40.70%,1269.43,3120.52
25-11-2020,2729,2732.949951,2688.199951,2701.300049,2557.690918,3302249,0.157042479,5185.933687,2952,2079.5,88.64,95.9,198.31,73,28.16788372,13.62160279,15.88,7.71,54.70%,1804.71,3302.25
26-11-2020,2686,2730.949951,2680,2720.600098,2575.9646,2341099,0.111333818,2606.434907,2952,2079.5,88.64,95.9,198.31,73,28.36913553,13.71892541,15.88,7.71,43.60%,1019.73,2341.1
27-11-2020,2705,2717.699951,2669.050049,2679.649902,2537.191162,6086808,0.289465578,17619.21398,2952,2079.5,88.64,95.9,198.31,73,27.9421262,13.51242954,15.88,7.71,55.50%,3377.04,6086.81
01-12-2020,2679,2735.899902,2624.449951,2726.800049,2581.834473,3605017,0.17144098,6180.476487,2952,2079.5,88.64,95.9,198.31,73,28.4337857,13.75018934,15.88,7.71,52%,1876.31,3605.02
02-12-2020,2719,2754.699951,2702.449951,2749.550049,2603.375488,2509032,0.119320077,2993.778913,2952,2079.5,88.64,95.9,198.31,73,28.67101198,13.86490872,15.88,7.71,46%,1153.03,2509.03
03-12-2020,2773.899902,2773.899902,2700.800049,2709.449951,2565.407471,2852548,0.135656399,3869.663905,2952,2079.5,88.64,95.9,198.31,73,28.25286706,13.66269957,15.88,7.71,56%,1596.84,2852.55
04-12-2020,2710.800049,2738.850098,2699,2727.550049,2582.544922,2686527,0.127761068,3432.335592,2952,2079.5,88.64,95.9,198.31,73,28.44160635,13.7539713,15.88,7.71,44%,1180.78,2686.53
07-12-2020,2715,2744,2706.149902,2737.699951,2592.155273,1996400,0.094941237,1895.406854,2952,2079.5,88.64,95.9,198.31,73,28.54744475,13.8051533,15.88,7.71,49.70%,992.59,1996.4
08-12-2020,2740,2805.550049,2732.449951,2797.300049,2648.58667,4277818,0.203436853,8702.658296,2952,2079.5,88.64,95.9,198.31,73,29.16892647,14.10569335,15.88,7.71,48.80%,2085.61,4277.82
09-12-2020,2815,2840,2793.149902,2810.800049,2661.369385,3659996,0.174055574,6370.427038,2952,2079.5,88.64,95.9,198.31,73,29.30969811,14.17376859,15.88,7.71,31.90%,1167.52,3660
10-12-2020,2818,2827.300049,2780.25,2784.300049,2636.277832,2127801,0.101190172,2153.125487,2952,2079.5,88.64,95.9,198.31,73,29.0333686,14.04013942,15.88,7.71,47.40%,1009.03,2127.8
11-12-2020,2792.699951,2807.699951,2764.550049,2783.600098,2635.615234,1795408,0.085382817,1532.969931,2952,2079.5,88.64,95.9,198.31,73,29.02606984,14.03660984,15.88,7.71,45.10%,810.4,1795.41
14-12-2020,2802,2804,2756.25,2797.699951,2648.965088,2483658,0.118113385,2933.532546,2952,2079.5,88.64,95.9,198.31,73,29.17309647,14.1077099,15.88,7.71,59.90%,1487.59,2483.66
15-12-2020,2786,2794.699951,2755,2761.550049,2614.737549,2365509,0.112494666,2661.07144,2952,2079.5,88.64,95.9,198.31,73,28.79614232,13.92542004,15.88,7.71,52.90%,1252.08,2365.51
16-12-2020,2779,2819.800049,2760.449951,2814.199951,2664.588379,2565149,0.121988789,3129.19421,2952,2079.5,88.64,95.9,198.31,73,29.34515069,14.19091297,15.88,7.71,53%,1358.6,2565.15
17-12-2020,2811,2853.699951,2805,2838.199951,2687.3125,2863460,0.136175333,3899.326184,2952,2079.5,88.64,95.9,198.31,73,29.59541138,14.31193561,15.88,7.71,49.70%,1423.13,2863.46
18-12-2020,2868,2898,2846.199951,2861,2708.900146,6076692,0.2889845,17560.69797,2952,2079.5,88.64,95.9,198.31,73,29.83315954,14.42690737,15.88,7.71,40.10%,2436.22,6076.69
21-12-2020,2861,2886.5,2785,2820.149902,2670.221924,2705195,0.128648848,3480.202195,2952,2079.5,88.64,95.9,198.31,73,29.40719398,14.22091625,15.88,7.71,32.80%,887.08,2705.2
22-12-2020,2834,2883.649902,2818.649902,2872.5,2719.78833,2881737,0.137044518,3949.262576,2952,2079.5,88.64,95.9,198.31,73,29.95307612,14.48489738,15.88,7.71,39%,1123.58,2881.74
23-12-2020,2876.050049,2919,2865.449951,2908.75,2754.112061,2790988,0.132728838,3704.445953,2952,2079.5,88.64,95.9,198.31,73,30.33107404,14.667692,15.88,7.71,34%,947.55,2790.99
24-12-2020,2909,2921.350098,2883.199951,2909.350098,2754.679443,1807144,0.085940937,1553.076487,2952,2079.5,88.64,95.9,198.31,73,30.33733157,14.67071806,15.88,7.71,31.50%,569.31,1807.14
28-12-2020,2910,2949.699951,2902,2929.399902,2773.664063,2108994,0.100295782,2115.232024,2952,2079.5,88.64,95.9,198.31,73,30.54640148,14.7718214,15.88,7.71,34%,717.41,2108.99
29-12-2020,2920,2952,2920,2930.5,2774.705322,1994151,0.094834283,1891.138803,2952,2079.5,88.64,95.9,198.31,73,30.55787278,14.77736877,15.88,7.71,46.50%,926.29,1994.15
30-12-2020,2934.399902,2947.699951,2902,2909.300049,2754.632568,2637968,0.125451786,3309.377962,2952,2079.5,88.64,95.9,198.31,73,30.33680969,14.67046568,15.88,7.71,54.60%,1441.44,2637.97
31-12-2020,2900,2905,2845,2862.75,2710.556885,4040956,0.192172591,7765.609855,2952,2079.5,88.64,95.9,198.31,73,29.85140772,14.43573193,15.88,7.71,58.20%,2350.22,4040.96
01-01-2021,2880,2940,2879,2928.25,2772.574951,2681440,0.12751915,3419.349487,3989.899902,2879,82.78,91.93,202.15,38,31.85304036,14.48553055,15.62,7.83,18.80%,504.01,2681.44
04-01-2021,2950,3050.75,2940.949951,3039.449951,2877.863037,5113293,0.243168885,12433.93758,3989.899902,2879,82.78,91.93,202.15,38,33.06265584,15.03561687,15.62,7.83,23.10%,1182.34,5113.29
05-01-2021,3039.600098,3114.25,3039.600098,3093,2928.566406,5801309,0.275888325,16005.13424,3989.899902,2879,82.78,91.93,202.15,38,33.6451648,15.30051942,15.62,7.83,26.80%,1554.55,5801.31
06-01-2021,3100,3113.5,3037.199951,3051.5,2889.272705,3726716,0.177228525,6604.803788,3989.899902,2879,82.78,91.93,202.15,38,33.19373436,15.09522632,15.62,7.83,28.30%,1054.84,3726.72
07-01-2021,3075,3080.850098,3000.25,3032.800049,2871.566895,3717827,0.176805798,6573.333677,3989.899902,2879,82.78,91.93,202.15,38,32.99031925,15.00272099,15.62,7.83,40.10%,1490.97,3717.83
08-01-2021,3090,3128,3060,3120.899902,2954.98291,5879039,0.27958487,16436.90355,3989.899902,2879,82.78,91.93,202.15,38,33.94865552,15.43853526,15.62,7.83,29.80%,1754.8,5879.04
11-01-2021,3230,3230,3146.550049,3176.449951,3007.57959,9508039,0.452166391,42992.15683,3989.899902,2879,82.78,91.93,202.15,38,34.55292017,15.71333144,15.62,7.83,33.20%,3153.74,9508.04
12-01-2021,3176.449951,3210,3150,3174.850098,3006.064941,3611458,0.17174729,6202.581244,3989.899902,2879,82.78,91.93,202.15,38,34.53551722,15.70541725,15.62,7.83,45.90%,1656.84,3611.46
13-01-2021,3175,3177,3126.25,3158.949951,2991.01001,3572801,0.169908909,6070.507207,3989.899902,2879,82.78,91.93,202.15,38,34.36255794,15.62676206,15.62,7.83,52%,1857.25,3572.8
14-01-2021,3155,3266.5,3120.399902,3250.699951,3083.739746,6931542,0.329637934,22848.99184,3989.899902,2879,82.78,91.93,202.15,38,35.36059993,16.08063295,15.62,7.83,44.20%,3067.06,6931.54
15-01-2021,3235,3274,3210,3233.350098,3067.280762,4131692,0.196487652,8118.264614,3989.899902,2879,82.78,91.93,202.15,38,35.17187096,15.99480632,15.62,7.83,47.40%,1959.29,4131.69
18-01-2021,3250,3256.75,3187.399902,3221.75,3056.276611,4160906,0.19787696,8233.474291,3989.899902,2879,82.78,91.93,202.15,38,35.04568694,15.93742271,15.62,7.83,53%,2204.49,4160.91
19-01-2021,3233,3279,3232,3260.699951,3093.226074,2975735,0.141514707,4211.102677,3989.899902,2879,82.78,91.93,202.15,38,35.46937834,16.13010117,15.62,7.83,47.40%,1409.14,2975.74
20-01-2021,3270,3327.949951,3267.100098,3308.800049,3138.855469,3453446,0.164232837,5671.692326,3989.899902,2879,82.78,91.93,202.15,38,35.9926036,16.36804377,15.62,7.83,43.40%,1498.13,3453.45
21-01-2021,3305,3309.149902,3262.100098,3273.850098,3105.700439,2778546,0.132137144,3671.491327,3989.899902,2879,82.78,91.93,202.15,38,35.61242356,16.1951526,15.62,7.83,44%,1222.46,2778.55
22-01-2021,3241.899902,3325,3241.899902,3303.100098,3133.448486,3052459,0.145163411,4431.053596,3989.899902,2879,82.78,91.93,202.15,38,35.93060043,16.33984713,15.62,7.83,46.50%,1419.35,3052.46
25-01-2021,3308.949951,3339.800049,3278.649902,3291.300049,3122.254395,2272887,0.108089913,2456.761591,3989.899902,2879,82.78,91.93,202.15,38,35.80224137,16.28147439,15.62,7.83,53.20%,1208.67,2272.89
27-01-2021,3300,3306.449951,3227,3261.050049,3093.557861,2786662,0.13252311,3692.971154,3989.899902,2879,82.78,91.93,202.15,38,35.47318665,16.13183304,15.62,7.83,50.10%,1396.51,2786.66
28-01-2021,3230,3275,3183.800049,3196.550049,3032.370605,3083938,0.146660433,4522.916824,3989.899902,2879,82.78,91.93,202.15,38,34.77156585,15.81276304,15.62,7.83,54.80%,1689.18,3083.94
29-01-2021,3210.050049,3216.850098,3100,3111.350098,2951.546875,5445659,0.258974956,14102.89298,3989.899902,2879,82.78,91.93,202.15,38,33.84477426,15.39129408,15.62,7.83,66.10%,3601.76,5445.66
01-02-2021,3100,3165,3044.100098,3139.350098,2978.108643,3985846,0.189551768,7555.241561,3989.899902,2879,82.78,91.93,202.15,38,34.14935383,15.52980508,15.62,7.83,53.30%,2125.2,3985.85
02-02-2021,3174,3224,3150,3203.449951,3038.916748,2881837,0.137049273,3949.53667,3989.899902,2879,82.78,91.93,202.15,38,34.8466219,15.84689563,15.62,7.83,50.70%,1461.08,2881.84
03-02-2021,3213,3236,3162.649902,3200.050049,3035.691162,2505866,0.119169514,2986.228333,3989.899902,2879,82.78,91.93,202.15,38,34.8096383,15.83007692,15.62,7.83,36.60%,916.86,2505.87
04-02-2021,3216.050049,3237.850098,3176,3188.449951,3024.687012,2057261,0.097835556,2012.732738,3989.899902,2879,82.78,91.93,202.15,38,34.68345427,15.7726933,15.62,7.83,48.30%,994.48,2057.26
05-02-2021,3198.949951,3205.850098,3129,3157.949951,2995.753418,2366135,0.112524436,2662.48006,3989.899902,2879,82.78,91.93,202.15,38,34.3516801,15.62181524,15.62,7.83,42%,992.93,2366.14
08-02-2021,3189.5,3226,3155.149902,3214.100098,3049.019531,2526592,0.120155164,3035.830766,3989.899902,2879,82.78,91.93,202.15,38,34.96247251,15.89958,15.62,7.83,46%,1160.98,2526.59
09-02-2021,3195,3245.800049,3164,3176.899902,3013.72998,2658751,0.126440147,3361.728662,3989.899902,2879,82.78,91.93,202.15,38,34.55781467,15.71555727,15.62,7.83,49.10%,1305.57,2658.75
10-02-2021,3185,3219.399902,3157.300049,3213.300049,3048.260498,2127983,0.101198827,2153.493835,3989.899902,2879,82.78,91.93,202.15,38,34.9537697,15.8956223,15.62,7.83,33.50%,713.33,2127.98
11-02-2021,3215,3219.300049,3185.050049,3206,3041.335449,1165882,0.055444941,646.4225812,3989.899902,2879,82.78,91.93,202.15,38,34.87436093,15.85951026,15.62,7.83,40%,466.87,1165.88
12-02-2021,3184.199951,3245.5,3182,3190.800049,3026.916504,2777404,0.132082835,3668.473935,3989.899902,2879,82.78,91.93,202.15,38,34.70901826,15.78431882,15.62,7.83,31.40%,872.19,2777.4
15-02-2021,3209,3209,3131.550049,3139.850098,2978.583496,2630853,0.125113423,3291.550247,3989.899902,2879,82.78,91.93,202.15,38,34.15479275,15.53227849,15.62,7.83,46.20%,1214.83,2630.85
16-02-2021,3150,3167.649902,3100,3108.800049,2949.128174,3435770,0.163392233,5613.781319,3989.899902,2879,82.78,91.93,202.15,38,33.81703523,15.37867944,15.62,7.83,48.10%,1651.58,3435.77
17-02-2021,3105.100098,3132.850098,3045.550049,3073.100098,2915.26123,3678426,0.174932035,6434.745454,3989.899902,2879,82.78,91.93,202.15,38,33.42869681,15.20207815,15.62,7.83,41.20%,1516.98,3678.43
18-02-2021,3065,3097.899902,3031,3057.350098,2900.320557,4189909,0.199256233,8348.654831,3989.899902,2879,82.78,91.93,202.15,38,33.2573708,15.12416571,15.62,7.83,48.70%,2042.32,4189.91
19-02-2021,3058,3087.149902,3016.149902,3071.850098,2914.075684,3725028,0.17714825,6598.821908,3989.899902,2879,82.78,91.93,202.15,38,33.41509951,15.19589462,15.62,7.83,50.40%,1878.81,3725.03
22-02-2021,3096,3096,2943.149902,2958.449951,2806.5,5366696,0.255219774,13696.8694,3989.899902,2879,82.78,91.93,202.15,38,32.18155065,14.63492432,15.62,7.83,52.40%,2809.61,5366.7
23-02-2021,2970,3028,2968,2980.199951,2827.132568,3832829,0.182274858,6986.283613,3989.899902,2879,82.78,91.93,202.15,38,32.41814371,14.74251769,15.62,7.83,46.20%,1770.67,3832.83
24-02-2021,2972,3003.350098,2921.149902,2948.100098,2796.681396,3774549,0.179503281,6775.439313,3989.899902,2879,82.78,91.93,202.15,38,32.06896658,14.58372544,15.62,7.83,60.50%,1871.19,3092.88
25-02-2021,2974,3029.899902,2968.449951,2995.300049,2841.457275,4224073,0.200880943,8485.357696,3989.899902,2879,82.78,91.93,202.15,38,32.58240018,14.81721518,15.62,7.83,50.90%,2152.05,4224.07
26-02-2021,2960,2972.350098,2880,2894.300049,2745.644775,5553153,0.264086964,14665.15316,3989.899902,2879,82.78,91.93,202.15,38,31.48373816,14.31758619,15.62,7.83,51.50%,2860.28,5553.15
01-03-2021,2926,2965,2901.800049,2924.199951,2774.009033,3265871,0.155312479,5072.305201,3989.899902,2879,82.78,91.93,202.15,38,31.80898457,14.46549568,15.62,7.83,51.30%,1676.15,3265.87
02-03-2021,2960,3025,2948,3006.350098,2851.939941,3306469,0.157243166,5199.196542,3989.899902,2879,82.78,91.93,202.15,38,32.70260087,14.8718778,15.62,7.83,42.60%,1407.21,3306.47
03-03-2021,3035,3064,2996.899902,3059.100098,2901.980713,3509857,0.166915531,5858.496431,3989.899902,2879,82.78,91.93,202.15,38,33.27640702,15.13282264,15.62,7.83,57.90%,2032.17,3509.86
